zip_code,boroname,total_population,median_household_income,median_household_income_filled,nearest_tj_distance_miles,subway_station_count,area_sq_miles,population_density,income_percentile,transit_access_tier,is_tj_gap,log_population_density
11224,Brooklyn,48469,41449.0,41449.0,7.7963850965438475,3.0,1.5847847177403571,30583.964785519158,0.06310679611650485,medium,1,10.32826382031158
11237,Brooklyn,45233,82570.0,82570.0,2.5071576099658737,5.0,1.0144688233372707,44587.86604323455,0.34951456310679613,high,0,10.70523946655661
11209,Brooklyn,70756,92656.0,92656.0,5.066959400914872,3.0,2.1133175385741905,33481.0073301798,0.6407766990291263,medium,1,10.418763478904676
10473,Bronx,59778,50609.0,50609.0,4.629682302035107,0.0,2.149549959389887,27809.542057336952,0.11165048543689321,low,1,10.233170438492099
10011,Manhattan,49344,146571.0,146571.0,0.3599336149172137,8.0,0.6474674769244828,76210.77777433326,0.8883495145631068,high,0,11.241271293698587
11421,Queens,41937,89439.0,89439.0,1.1800467188430463,3.0,1.2848756223235698,32638.95685417481,0.6067961165048543,medium,0,10.393292487207525
11234,Brooklyn,87778,94434.0,94434.0,7.05121769994885,0.0,7.957530676583627,11030.80887370017,0.6504854368932039,low,1,9.30853809460408
11436,Queens,21364,86104.0,86104.0,4.050363748674442,0.0,0.7975367671126915,26787.47975136459,0.41262135922330095,low,1,10.195727214058934
11365,Queens,43258,85375.0,85375.0,3.028387960335506,0.0,2.505391699409891,17265.96284732196,0.39805825242718446,low,1,9.756550292752152
10017,Manhattan,14985,132518.0,132518.0,0.6719423740120627,2.0,0.29840074554615115,50217.70295035136,0.8543689320388349,medium,0,10.824142805025422
10165,Manhattan,0,,86543.0,0.5662082525614383,0.0,0.005041577774796058,0.0,0.5024271844660194,low,0,0.0
10018,Manhattan,8764,133042.0,133042.0,0.916013536264418,3.0,0.3440273558599281,25474.718363874214,0.8640776699029126,medium,0,10.14548105647153
10022,Manhattan,34340,171038.0,171038.0,0.35413255960717416,4.0,0.4445100532231906,77253.59584332668,0.9514563106796117,medium,0,11.254861686107844
11426,Queens,19638,107591.0,107591.0,6.668904802771471,0.0,1.3726634657695316,14306.49280739085,0.7475728155339806,low,1,9.568538651567133
11379,Queens,37378,92509.0,92509.0,1.236567249719407,1.0,2.2155844628650603,16870.492019819016,0.6359223300970874,low,0,9.733380613823604
